T1,T2
0.06039634459262662,0.00014596935028539167
0.06378602508392284,5.999763014444559e-05
0.062366195782550135,0.00019687388737715927
0.06553591371969517,0.00013787800310007442
0.06300920019211578,8.24765118937507e-05
0.06610949489102398,3.042421379508685e-05
0.06391579230981954,2.9970469982006152e-05
0.07027239333023504,0.00016501245278910674
0.07249067337876845,8.761315139244733e-05
0.07168220978678987,0.00018719002965140498
0.06653941083367013,6.836106207553722e-05
0.06657732786909287,5.6259375183715406e-05
0.06944070782460197,0.0001888311057946108
0.0681762253467529,6.978986605807032e-05
0.0712483801212342,8.162731449180583e-05
0.06779204780037107,0.0001612513061865483
0.06979304181237767,0.00012606455199950115
0.07466022396601024,0.0001475515718166625
0.07322923084764367,0.00017270113326779723
0.07614977692923268,0.0002463270807938018
0.08482486265875637,0.00016359484291131578
0.08199062371339882,0.0003171514170809261
0.08872162201511337,0.00035864611982864083
0.09423779438627586,0.00029732837965319454
0.09322420954642947,0.00039511168483353246
0.10093490759487442,0.0004361715281971265
0.09914790311747862,0.0003435865200023553
0.10061481710301898,0.0004517436704370433
0.09819176203411323,0.0005055679146869218
0.09843038752327218,0.00044154648249263495
0.0947481501983121,0.0004731138474951306
0.0972717387963876,0.00029561996001486914
0.09463596453224457,0.0003672687922711218
0.09560328143662225,0.0004481502985727415
0.09222573268022198,0.0004790292989200522
0.09373958680022007,0.000413393160300175
0.09538243695080142,0.0004195736855085282
0.09741070341097902,0.00039240790964785563
0.09282649509587702,0.0003819615370028097
0.09292074163914937,0.000367741473791755
0.0963531659949797,0.00022321331419639974
0.09198302255727367,0.00037729011253784803
0.0864637121760631,0.00034137268043144296
0.08830997858558233,0.00029296194749738714
0.07975683838973979,0.00022559051620780763
0.0773523319370783,0.0003645061913050208
0.06855193892752498,0.0003616703737624145
0.0635109504373084,0.00039668456341423395
0.06507512907583178,0.00045729150889637043
0.0559515800365529,0.0004363832340743755
0.0588922658704666,0.0002873818335942306
0.05571893292641689,0.00034070553091477884
0.05750468561524387,0.0003253126686710926
0.05529094027122239,0.0003294375837557875
0.053994995350178446,0.00023802246309959432
0.05513512305277714,0.00020802559946711202
0.055049616829555094,0.0001946565839309785
0.05655378214146699,6.475763974718412e-05
0.05279753965940464,7.805507521936459e-05
0.05725253949975839,7.023403046775429e-05
0.05189530283197641,4.6588660303587824e-05
0.049684924100537445,0.0001539197862511975
0.05101429577185707,0.00011526483126498752
0.04985272119942148,0.00010936107194780391
0.051552591975598895,0.0001514970642298695
0.04647277077712158,0.0001774967576981873
0.04991537968291604,9.552731568848128e-05
0.04897531808742173,0.00012193642772354924
0.04661621710298704,3.8401362716229977e-05
0.05026071349603052,1.7923450078809425e-05
0.05117839113573843,7.3860426946233e-05
0.0515379767340916,0.00013894171494018492
0.05022661357210208,0.00012149363039681747
0.04993327483987105,4.054116804681067e-05
0.05302782281970762,-2.8848863845809493e-06
0.06428068302515558,0.00019522316617806454
0.07635218624503134,0.0005640540306824226
0.09213626667984433,0.000799203210790275
0.10233326979669284,0.000976905703557749
0.11830573741694059,0.0012579843215797313
0.13179268199590274,0.0016425314691476782
0.14593038424068946,0.0018706433179896105
0.15728811339999432,0.0021184429907560175
0.16724046811495347,0.00239004692624865
0.16124528546757252,0.0024642168179858917
0.16079027416700817,0.0027351141269887835
0.15509782984047707,0.0028007137787885174
0.15627340307593066,0.0030338019659675035
0.1511057101098186,0.003264051772002996
0.15024598384060184,0.0033722042275506027
0.14283965935248452,0.0034672130662606725
0.13894398410996037,0.003492210858849502
0.1282913945252877,0.0031485694238994584
0.11533798473971606,0.002825529001095226
0.10665483553722677,0.0022277314080484116
0.09285487695099598,0.0018187122241829327
0.08135537830286294,0.001498678163143217
0.0707215306498093,0.0010280281203737319
0.05932983809136707,0.000457249881669985
0.05184227935318799,0.00012489376915618075
